iter	Logloss
618	0.08366372047
619	0.08362973433
620	0.0836015818
621	0.08356888359
622	0.08351681647
623	0.08347417943
624	0.08343615789
625	0.08339973293
626	0.08333726704
627	0.08329546746
628	0.08326040881
629	0.08324517852
630	0.08322115496
631	0.08317687188
632	0.08313306726
633	0.08308564679
634	0.08305422201
635	0.08303216075
636	0.08299052787
637	0.08297673178
638	0.08293566685
639	0.08290958595
640	0.08285830221
641	0.0828030112
642	0.08275512259
643	0.0827246384
644	0.08267562404
645	0.08264880407
646	0.08260961208
647	0.08255516757
648	0.08253054599
649	0.08250036549
650	0.08245402376
651	0.08241817543
652	0.08236356633
653	0.08233394555
654	0.08230210441
655	0.08227314281
656	0.08224747918
657	0.08221323319
658	0.08215124671
659	0.0821144646
660	0.08207999493
661	0.08202101435
662	0.08198529943
663	0.0819346772
664	0.08190248538
665	0.08186900499
666	0.0818290427
667	0.08179799398
668	0.08177684565
669	0.08173923425
670	0.08170609694
671	0.08166613482
672	0.0816542442
673	0.08162222827
674	0.08159694045
675	0.0815475364
676	0.08149826165
677	0.08144933963
678	0.08138395771
679	0.08136190722
680	0.08134827375
681	0.08129839914
682	0.08126690436
683	0.08123469153
684	0.08119610675
685	0.08115887496
686	0.08110622234
687	0.0810600124
688	0.08103594063
689	0.08098974103
690	0.08092393986
691	0.08087909948
692	0.08084801486
693	0.08081938719
694	0.08079727697
695	0.08076660685
696	0.08073740674
697	0.08068867421
698	0.0806774775
699	0.08064620675
700	0.08060704479
701	0.08056468572
702	0.08053756958
703	0.0805020212
704	0.08045415871
705	0.08043349498
706	0.08040227404
707	0.08037016005
708	0.08034648524
709	0.08030920154
710	0.08025597325
711	0.08021571697
712	0.08018182114
713	0.08012569941
714	0.08009099872
715	0.08003935577
716	0.08001421081
717	0.07997476385
718	0.07991641786
719	0.07986911394
720	0.07983660562
721	0.07980975487
722	0.07979009348
723	0.07976236935
724	0.07973740123
725	0.07969988427
726	0.07963323271
727	0.07961165325
728	0.07957217181
729	0.07955468142
730	0.07952775059
731	0.07948068961
732	0.07945570265
733	0.07940642011
734	0.07937840275
735	0.07933747267
736	0.07930811459
737	0.07925661372
738	0.07921671695
739	0.07919519763
740	0.07915955944
741	0.07911566541
742	0.07909359604
743	0.0790505446
744	0.07901864591
745	0.0789884723
746	0.07894589609
747	0.07891372398
748	0.07888339682
749	0.07886045786
750	0.07882866105
751	0.07878286849
752	0.07875009176
753	0.07871106106
754	0.07866344826
755	0.07862595393
756	0.07858855883
757	0.078567362
758	0.07852218902
759	0.07848501384
760	0.07844624529
761	0.07838606345
762	0.07836278276
763	0.07833169974
764	0.07829901783
765	0.07825630651
766	0.07822932996
767	0.07819217509
768	0.07815408782
769	0.07812945098
770	0.07808345326
771	0.07804218917
772	0.07799004636
773	0.07794626979
774	0.07792285873
775	0.07789986468
776	0.07788544653
777	0.07786545842
778	0.07782711622
779	0.07778168949
780	0.07773331022
781	0.07770353377
782	0.07767253337
783	0.07763152261
784	0.07759843152
785	0.07757146249
786	0.07755563986
787	0.0775291047
788	0.07750339758
789	0.07745852192
790	0.07742218207
791	0.07739289005
792	0.07734143523
793	0.07732203398
794	0.07728230878
795	0.07724412254
796	0.07720367415
797	0.0771493188
798	0.07709182013
799	0.07703877593
800	0.07699657787
801	0.07697647141
802	0.07693489683
803	0.07690371678
804	0.07685690223
805	0.07684739543
806	0.07681182287
807	0.0767693168
808	0.07673460634
809	0.0767110517
810	0.07667984693
811	0.07665796152
812	0.07663790951
813	0.07660283373
814	0.07657531561
815	0.07654136391
816	0.07649300968
817	0.0764636113
818	0.07642341101
819	0.07638033768
820	0.07634785333
821	0.0763227715
822	0.07628523751
823	0.07625402198
824	0.07621893589
825	0.07616991958
826	0.07613920482
827	0.07611205048
828	0.0760840857
829	0.07605972303
830	0.07601201227
831	0.07599199314
832	0.07594916152
833	0.07589549461
834	0.07587260372
835	0.07584303484
836	0.07581504589
837	0.07576575125
838	0.07570665538
839	0.07568673052
840	0.07565894805
841	0.07562329649
842	0.07559733712
843	0.07557105372
844	0.07556392272
845	0.07554770138
846	0.07551719132
847	0.07548100651
848	0.07545852086
849	0.07541791514
850	0.07538445763
851	0.07535871017
852	0.07531840174
853	0.07527244568
854	0.07523527661
855	0.07520804946
856	0.07516497255
857	0.07510179979
858	0.07508614908
859	0.07506163198
860	0.07501831223
861	0.07497987061
862	0.07493007155
863	0.07490284167
864	0.07487476262
865	0.07484662796
866	0.0748142792
867	0.07477887528
868	0.07474278842
869	0.07470705452
870	0.07467863634
871	0.07463991802
872	0.07459381872
873	0.07456650621
874	0.07454195526
875	0.07452942657
876	0.07448369625
877	0.07446970959
878	0.07444957402
879	0.07441554271
880	0.07438216232
881	0.0743547727
882	0.07431665546
883	0.07427855588
884	0.07426213718
885	0.07423558836
886	0.07420501556
887	0.0741957599
888	0.07416326858
889	0.07414114848
890	0.07410836981
891	0.07406238386
892	0.07404111613
893	0.07401086438
894	0.07397283201
895	0.07394970148
896	0.07391102648
897	0.07388700008
898	0.07386240644
899	0.07383346238
900	0.07379267633
901	0.07378235799
902	0.07374794594
903	0.0737201113
904	0.07370085359
905	0.07366391875
906	0.07361796903
907	0.07360051381
908	0.07355239646
909	0.07353076177
910	0.07349402913
911	0.07346924611
912	0.07344739502
913	0.07340693285
914	0.07337465105
915	0.07335383751
916	0.07332367974
917	0.07329778015
918	0.07327064139
919	0.07322536635
920	0.07321092222
921	0.07316811527
922	0.07311750906
923	0.07308301267
924	0.07305663452
925	0.07302487926
926	0.07298730521
927	0.07295527211
928	0.0729362523
929	0.07292424431
930	0.07288858241
931	0.07286207779
932	0.07283782935
933	0.07280675407
934	0.07279697113
935	0.07276753217
936	0.07274132291
937	0.07272172762
938	0.07267624994
939	0.0726468868
940	0.07262075525
941	0.07258822654
942	0.07256354168
943	0.07252085411
944	0.07249465051
945	0.07246653816
946	0.07241987445
947	0.07240117949
948	0.07237300384
949	0.07233508787
950	0.07232005184
951	0.07228522642
952	0.0722486351
953	0.07222336581
954	0.07217978332
955	0.07214727081
956	0.07211200259
957	0.0720783429
958	0.07204060771
959	0.07202529876
960	0.07199396919
961	0.07197015779
962	0.07194185701
963	0.07192112602
964	0.0718432906
965	0.07181287208
966	0.07178672344
967	0.07178231256
968	0.07176408391
969	0.07172460417
970	0.07169916954
971	0.07166382945
972	0.07162548714
973	0.07158861602
974	0.07157290729
975	0.07155038711
976	0.07154632907
977	0.07152493578
978	0.07149708171
979	0.07147862645
980	0.07146669112
981	0.0714520154
982	0.07140727355
983	0.07137098227
984	0.07134277705
985	0.07130894407
986	0.07129522491
987	0.07127658551
988	0.07124433175
989	0.07121936869
990	0.07119417547
991	0.07118114196
992	0.07116332536
993	0.07114895399
994	0.07113481516
995	0.07110934426
996	0.07108008066
997	0.0710519681
998	0.07102514526
999	0.07099199311
